-50.0, 1.0
-49.0, 6.0
-48.0, 19.0
-47.0, 46.0
-46.0, 93.0
-45.0, 166.0
-44.0, 271.0
-43.0, 414.0
-42.0, 601.0
-41.0, 838.0
-40.0, 1131.0
-39.0, 1486.0
-38.0, 1909.0
-37.0, 2406.0
-36.0, 2983.0
-35.0, 3646.0
-34.0, 4401.0
-33.0, 5254.0
-32.0, 6211.0
-31.0, 7278.0
-30.0, 8461.0
-29.0, 9766.0
-28.0, 11199.0
-27.0, 12766.0
-26.0, 14473.0
-25.0, 16326.0
-24.0, 18331.0
-23.0, 20494.0
-22.0, 22821.0
-21.0, 25318.0
-20.0, 27991.0
-19.0, 30846.0
-18.0, 33889.0
-17.0, 37126.0
-16.0, 40563.0
-15.0, 44206.0
-14.0, 48061.0
-13.0, 52134.0
-12.0, 56431.0
-11.0, 60958.0
-10.0, 65721.0
-9.0, 70726.0
-8.0, 75979.0
-7.0, 81486.0
-6.0, 87253.0
-5.0, 93286.0
-4.0, 99591.0
-3.0, 106174.0
-2.0, 113041.0
-1.0, 120198.0
