-50.0, 9.66682058712392
-49.0, 5.250095024156972
-48.0, 16.52126716149921
-47.0, 53.41850117506361
-46.0, 83.08072396686224
-45.0, 174.31704791008667
-44.0, 278.8518233271731
-43.0, 415.50686646957547
-42.0, 602.5282994098276
-41.0, 828.4806940734991
-40.0, 1126.6586035977932
-39.0, 1493.0090639604618
-38.0, 1903.7581856932557
-37.0, 2407.5469359204053
-36.0, 2981.4414157991478
-35.0, 3641.5736503085286
-34.0, 4402.927932886618
-33.0, 5263.603083486368
-32.0, 6207.413781823628
-31.0, 7275.012479916302
-30.0, 8452.195938992149
-29.0, 9761.972623064214
-28.0, 11198.392271043662
-27.0, 12758.314177916338
-26.0, 14470.164239336937
-25.0, 16325.50345884608
-24.0, 18322.500806499313
-23.0, 20501.247729194216
-22.0, 22820.041418818244
-21.0, 25308.4701152123
-20.0, 27982.669433395487
-19.0, 30841.702988857673
-18.0, 33881.129276241976
-17.0, 37128.44689494017
-16.0, 40553.04974109979
-15.0, 44211.74498200459
-14.0, 48067.313133195734
-13.0, 52135.13005044329
-12.0, 56424.713324178054
-11.0, 60964.94979324193
-10.0, 65714.94690479229
-9.0, 70727.6903012869
-8.0, 75985.29462016585
-7.0, 81481.31957148743
-6.0, 87258.99302067455
-5.0, 93292.76113842854
-4.0, 99584.8241510081
-3.0, 106179.97479159564
-2.0, 113033.06803590477
-1.0, 120203.59928821003
