-50.0, 33.58748158294119
-49.0, 61.02918613676832
-48.0, 100.11514732291347
-47.0, 149.988347236423
-46.0, 211.00054704028565
-45.0, 285.5405440509494
-44.0, 405.97000586652086
-43.0, 561.8798119028249
-42.0, 756.8814102831842
-41.0, 998.0725802389181
-40.0, 1292.075855731346
-39.0, 1644.2208915704591
-38.0, 2059.037867033469
-37.0, 2544.7381623258443
-36.0, 3103.5105221204326
-35.0, 3743.4114227203
-34.0, 4469.607208287556
-33.0, 5288.050308977026
-32.0, 6204.430471927111
-31.0, 7225.4897424965075
-30.0, 8357.20284047618
-29.0, 9605.912734237161
-28.0, 10975.596105175633
-27.0, 12474.63623061055
-26.0, 14107.82953056908
-25.0, 15879.894096963875
-24.0, 17797.87982006759
-23.0, 19868.996746886467
-22.0, 22096.324965762324
-21.0, 24489.334386889695
-20.0, 27051.94283511051
-19.0, 29792.055263786075
-18.0, 32714.033822591737
-17.0, 35823.93760758239
-16.0, 39126.32551468819
-15.0, 42631.214632682255
-14.0, 46339.462004718196
-13.0, 50260.24039562052
-12.0, 54399.877509895654
-11.0, 58763.13212485793
-10.0, 63356.217108618155
-9.0, 68186.49877957537
-8.0, 73256.9158420332
-7.0, 78576.05140381746
-6.0, 84148.84363965137
-5.0, 89981.87541788426
-4.0, 92572.40570552001
-3.0, 94744.09176557709
-2.0, 96179.99075093785
-1.0, 96305.13442796342
